Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-09-26,19.84470793165612,20.17466781754564,18.006363078506034,19.80699920654297,10910600.0,0.0,0.0
2005-10-03,19.703298354681856,21.683056001392924,19.703298354681856,20.881725311279297,6098600.0,0.0,0.0
2005-10-10,21.004275879700977,21.11740382372693,20.174662565541475,20.994848251342773,3635300.0,0.0,0.0
2005-10-17,20.881725698021803,21.136266356913943,19.65616235971701,20.702604293823242,5303400.0,0.0,0.0
2005-10-24,20.749743548096507,22.531524658203125,20.457494145485843,22.531524658203125,3455400.0,0.0,0.0
2005-10-31,22.625793420627208,27.339500383257874,22.625793420627208,27.150951385498047,6262100.0,0.0,0.0
2005-11-07,27.339508644092962,32.015506500804456,26.7550080129355,31.440433502197266,6327000.0,0.0,0.0
2005-11-14,31.581830856203915,32.57170841751703,30.959621795126615,31.157596588134766,3902700.0,0.0,0.0
2005-11-21,30.87478056780349,31.751530349491812,29.470096110418734,30.969053268432617,1868000.0,0.0,0.0
2005-11-28,31.157597873091,32.939378276190666,30.761648270745518,32.317169189453125,2549500.0,0.0,0.0
2005-12-05,30.243137758558507,32.22289273114477,29.583216437469687,31.94007110595703,3492300.0,0.0,0.0
2005-12-12,31.86466031750514,33.467321503105694,31.15760422941136,33.13736343383789,2767400.0,0.0,0.0
2005-12-19,33.16564712963702,35.82417794182875,32.0720671047374,35.569637298583984,2383900.0,0.0,0.0
2005-12-26,35.81475256910773,36.57837091237987,34.26865342772555,35.01342010498047,1166800.0,0.0,0.0
2006-01-02,35.06997693901865,38.27529518843781,34.74001532757449,36.766910552978516,3608700.0,0.0,0.0
2006-01-09,36.578371840109185,36.65379289118521,31.07276098113749,32.10034942626953,4129500.0,0.0,0.0
2006-01-16,31.628974786644473,31.628974786644473,26.96240570891837,27.565759658813477,5770800.0,0.0,0.0
2006-01-23,27.801448910368713,29.70578732885995,26.679585929436588,27.235803604125977,2848300.0,0.0,0.0
2006-01-30,27.084959776829116,28.66876560403954,26.726718838834618,27.858007431030273,3389500.0,0.0,0.0
2006-02-06,27.52805313828139,28.99872940787439,26.981263127911127,28.282245635986328,2757500.0,0.0,0.0
2006-02-13,29.272126793698504,32.241764356710576,28.80075598028541,31.25188636779785,2862800.0,0.0,0.0
2006-02-20,30.639086824989498,33.01479491189517,29.507796746043173,31.600683212280273,2990200.0,0.0,0.0
2006-02-27,31.958939616895176,32.11920395234539,29.52666471958548,30.04517364501953,3380600.0,0.0,0.0
2006-03-06,30.07345953082448,31.94951527686619,29.583233420806536,31.355587005615234,3589800.0,0.0,0.0
2006-03-13,31.346156022301177,33.467324474938096,30.90306635027615,33.40133285522461,3143500.0,0.0,0.0
2006-03-20,33.42017994597567,37.70022632923101,33.40132468834299,36.49351501464844,7525000.0,0.0,0.0
2006-03-27,36.86118706857087,37.72851102115237,34.60803571221186,37.70965576171875,6150000.0,0.0,0.0
2006-04-03,37.70965777404486,38.4167138573082,36.738635237170634,37.37969970703125,5457300.0,0.0,0.0
2006-04-10,37.37969503429123,37.37969503429123,34.65516957983295,36.41809844970703,4888300.0,0.0,0.0
2006-04-17,36.20127599025214,37.37027346707233,34.117814487309495,35.569637298583984,9055200.0,0.0,0.0
2006-04-24,37.00260862782971,42.140551182031544,36.80463375050629,40.78300094604492,9041900.0,0.0,0.0
2006-05-01,40.717005964257396,46.38288465393084,40.717005964257396,45.80781173706055,7849800.0,0.0,0.0
2006-05-08,46.28860571639143,49.19225123154551,43.81862401976671,45.27044677734375,8065500.0,0.0,0.0
2006-05-15,46.05291575053221,47.08993344377085,43.16812938073514,44.685943603515625,5485600.0,0.0,0.0
2006-05-22,44.68594618323101,44.780218889752774,40.31162283292038,43.71492004394531,6691400.0,0.0,0.0
2006-05-29,43.36610212473237,44.591665161176756,41.33920678256726,43.22468948364258,6160000.0,0.0,0.0
2006-06-05,42.84759416138946,46.288597857614626,41.57489120831485,45.08189010620117,7312100.0,0.0,0.0
2006-06-12,44.874496998435234,44.96877331257957,38.65240411585573,42.61191940307617,12440700.0,0.0,0.0
2006-06-19,42.94187208561926,47.95725628357995,42.94187208561926,47.768707275390625,6872500.0,0.0,0.0
2006-06-26,47.73100318995363,47.985543826709076,44.08259099273239,47.646156311035156,6848300.0,0.0,0.0
2006-07-03,47.73100878369117,52.887802951670295,47.45761285332783,51.671669006347656,8127300.0,0.0,0.0
2006-07-10,51.850790058543474,53.18005562346609,42.81932344577113,44.497406005859375,10905900.0,0.0,0.0
2006-07-17,44.54452978518256,49.050832388304805,43.7054905402939,45.97749710083008,6396000.0,0.0,0.0
2006-07-24,47.042797341836035,48.57946323593473,44.35598219159763,45.449562072753906,7966400.0,0.0,0.0
2006-07-31,45.06303593417225,45.08189119277664,40.292766991721194,42.376224517822266,9745200.0,0.0,0.0
2006-08-07,40.613309286318014,41.58433196993265,34.69288967563669,35.0605583190918,13404400.0,0.0,0.0
2006-08-14,36.34268343412987,41.735165865283896,35.58849096732209,39.689414978027344,9609300.0,0.0,0.0
2006-08-21,39.359460434834915,39.53858003796366,37.21943664550781,37.21943664550781,5492600.0,0.0,0.0
2006-08-28,37.80393029458216,41.24493798809851,37.80393029458216,39.35945510864258,5200000.0,0.0,0.0
2006-09-04,40.283349623364494,40.9055589584802,36.57837471090655,38.803245544433594,9104700.0,0.0,0.0
2006-09-11,38.63354288754084,44.72365158620554,37.75679308088445,43.58293533325195,10117200.0,0.0,0.0
2006-09-18,43.5829434607474,44.761370453292834,41.669179175661235,43.40382385253906,6685500.0,0.0,0.0
2006-09-25,44.073161488958974,45.52498414228906,41.056388218588445,41.79172897338867,8538800.0,0.0,0.0
2006-10-02,42.42336093443227,45.920930495032195,42.281948292808345,45.015899658203125,8745300.0,0.0,0.0
2006-10-09,44.327701453313495,45.581545656389345,42.97015511991277,43.29068374633789,7850600.0,0.0,0.0
2006-10-16,43.13042728672649,47.34448330030277,41.30150991611182,46.8919677734375,11233800.0,0.0,0.0
2006-10-23,47.04279935044171,48.50404786492445,45.16674230025093,46.53371810913086,10026500.0,0.0,0.0
2006-10-30,46.571430963784664,48.69259931260793,44.30884995319716,44.70479965209961,6279000.0,0.0,0.0
2006-11-06,45.34586701602513,48.31550433045524,45.34586701602513,46.47715759277344,4991700.0,0.0,0.0
2006-11-13,46.81653592756022,58.987326776095884,46.52428481046666,56.04597473144531,27793400.0,0.0,0.0
2006-11-20,56.23453105664876,59.647254227691626,55.621747652476536,59.345577239990234,9228200.0,0.0,0.0
2006-11-27,59.1098902915856,59.20416299912466,52.13360204549656,52.887794494628906,10716100.0,0.0,0.0
2006-12-04,53.378022191811006,57.32811133911365,52.74638711930845,55.8574333190918,7406500.0,0.0,0.0
2006-12-11,57.243262696714524,59.109890359050006,53.15176460969435,53.264892578125,13650400.0,0.0,0.0
