Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-11-21,,,,,,0.29,0.0
2000-12-01,30.255919143866702,37.476947705280736,30.255919143866702,36.73388671875,123104800.0,0.0,0.0
2001-01-01,36.00987099445588,37.03872445144034,31.722981590353992,33.73115158081055,98942800.0,0.0,0.0
2001-02-01,33.80737780547002,35.17918301765583,32.80138638621881,34.371341705322266,64738800.0,0.0,0.0
2001-02-21,,,,,,0.3,0.0
2001-03-01,34.553445381099266,36.69867037150011,30.186380222068983,31.84126853942871,133320600.0,0.0,0.0
2001-04-01,31.749332186346297,37.36369284784795,29.775726611284618,36.471893310546875,97665200.0,0.0,0.0
2001-05-01,36.47190428894696,38.92052568316151,35.35025652098166,36.340126037597656,80176800.0,0.0,0.0
2001-05-16,,,,,,0.3,0.0
2001-06-01,36.36235690343283,38.19510495098231,35.11485455170954,35.14565658569336,76526200.0,0.0,0.0
2001-07-01,33.65173282661642,36.192939195674406,32.890910664964075,34.46183776855469,78921600.0,0.0,0.0
2001-08-01,34.34480078008911,34.65282589919305,31.757389309607,32.06541442871094,65713800.0,0.0,0.0
2001-08-22,,,,,,0.3,0.0
2001-09-01,32.24496460969885,33.32599111550758,26.595127009130174,30.47939109802246,85653000.0,0.0,0.0
2001-10-01,30.355481188001576,34.07247888449157,29.488180780205848,32.33168411254883,93931600.0,0.0,0.0
2001-11-01,32.40911557574989,36.45444892821329,32.02812470565608,35.491127014160156,66560200.0,0.0,0.0
2001-11-20,,,,,,0.3,0.0
2001-12-01,35.618488922981754,37.95361709919889,35.08919177779007,36.80473327636719,53627800.0,0.0,0.0
2002-01-01,36.437321014776785,36.73621698315827,31.135026399079745,34.559879302978516,128540800.0,0.0,0.0
2002-02-01,34.55989385223998,37.61112867404519,33.62584266704431,36.717552185058594,79811800.0,0.0,0.0
2002-02-20,,,,,,0.31,0.0
2002-03-01,36.6898189143776,38.72466387302357,35.34369214400888,36.004234313964844,71132000.0,0.0,0.0
2002-04-01,36.048053682760425,40.10209149449009,35.1558531041281,39.3820686340332,94848000.0,0.0,0.0
2002-05-01,39.38207729176377,40.884732988101504,38.50552773749919,39.2662467956543,77942000.0,0.0,0.0
2002-05-22,,,,,,0.31,0.0
2002-06-01,39.38027008353,40.77075595735209,37.555652044652454,38.69446563720703,70207200.0,0.0,0.0
2002-07-01,39.559568173426086,40.924883330493316,34.03853006471953,39.58473587036133,158405000.0,0.0,0.0
