Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-11-07,28.773139802636393,28.773139802636393,28.241199357667515,28.724781036376953,2616900,0.0,0.0
2000-11-08,28.724778508095106,29.401792200310805,28.4829876900222,28.531343460083008,3870000,0.0,0.0
2000-11-09,25.919996251221534,25.919996251221534,23.84059523590075,24.082386016845703,25795200,0.0,0.0
2000-11-10,24.130741219484786,24.9044722509742,24.130741219484786,24.517606735229492,13461600,0.0,0.0
2000-11-13,24.227462598916958,24.227462598916958,23.211939148539916,23.550447463989258,11857500,0.0,0.0
2000-11-14,23.695520392314126,24.565967500124714,23.695520392314126,23.93731117248535,7006900,0.0,0.0
2000-11-15,24.08239175586395,25.146271146358174,24.08239175586395,24.61433219909668,6091100,0.0,0.0
2000-11-16,24.61432412152569,24.856114880743878,23.50208483395714,23.88895034790039,4125800,0.0,0.0
2000-11-17,23.88895795515038,24.13074879136495,22.97015187995229,23.357017517089844,6240300,0.0,0.0
2000-11-20,23.357011800597252,23.598802577634938,22.873430246521885,23.11522102355957,4915600,0.0,0.0
2000-11-21,22.825071419023452,22.825071419023452,22.09969909025264,22.728355407714844,5934900,0.0,0.0
2000-11-22,22.680000506400464,22.680000506400464,22.05134408215744,22.486568450927734,4973800,0.0,0.0
2000-11-24,22.486566649882885,23.163581781754623,22.09970107395203,23.01850700378418,3157100,0.0,0.0
2000-11-27,23.01850327895268,23.647159551115404,22.921787274613198,23.163578033447266,4937500,0.0,0.0
2000-11-28,23.163579777355448,23.550445319809914,22.873430246521885,23.11522102355957,4968000,0.0,0.0
2000-11-29,23.11522267958351,23.11522267958351,21.954625969072485,22.293132781982422,5100400,0.0,0.0
2000-11-30,22.293133100552176,22.58328265631892,21.567760707106295,22.389850616455078,5963500,0.0,0.0
2000-12-01,22.53492522754864,23.792237965270694,22.53492522754864,23.211938858032227,5580000,0.0,0.0
2000-12-04,23.11522111494808,23.11522111494808,22.58328080497375,22.776714324951172,4151900,0.0,0.0
2000-12-05,22.776714299974724,24.082385696485243,22.486564768312196,23.743877410888672,5057500,0.0,0.0
2000-12-06,24.248328184153003,24.930008310719735,24.248328184153003,24.491785049438477,5313400,0.20717,0.0
2000-12-07,24.491779355147923,24.491779355147923,23.420568191923124,23.85879135131836,4134100,0.0,0.0
2000-12-08,23.85879610303597,24.39440179131959,23.712721687478712,24.102252960205078,2896300,0.0,0.0
2000-12-11,24.10225332844021,24.19963577153987,23.56664763197358,23.664030075073242,3238300,0.0,0.0
2000-12-12,23.664024013066218,23.81009839343537,23.177110416021453,23.615333557128906,5851600,0.0,0.0
2000-12-13,23.615337704768375,23.907485010538863,23.079732051437507,23.177114486694336,5113800,0.0,0.0
2000-12-14,23.177112985421385,23.27449541437037,22.300666606044192,22.592815399169922,7113000,0.0,0.0
2000-12-15,22.592813315724584,23.17711084809378,22.00851728963402,22.88496208190918,9256600,0.0,0.0
2000-12-18,22.88496707445421,23.323190319333136,22.446743829575283,22.836275100708008,5140500,0.0,0.0
2000-12-19,22.836275625047328,23.079733993089373,22.641510738148487,22.690202713012695,5936200,0.0,0.0
2000-12-20,21.618993117904264,21.618993117904264,20.888620965468753,21.08338737487793,9131700,0.0,0.0
2000-12-21,21.083379836505596,21.570293426513672,20.645156701731175,21.570293426513672,6423700,0.0,0.0
2000-12-22,21.375528461066708,21.375528461066708,20.25562683078919,20.596466064453125,7755300,0.0,0.0
2000-12-26,20.8399256539077,21.13207446816261,20.8399256539077,20.986000061035156,4882800,0.0,0.0
2000-12-27,20.98600144423681,22.251979220689933,20.98600144423681,22.057212829589844,8588300,0.0,0.0
2000-12-28,22.057211429357952,22.49543465180471,21.521605770682655,22.398052215576172,4713700,0.0,0.0
2000-12-29,22.398050208876416,22.69019899766655,22.154593386977556,22.544124603271484,4627800,0.0,0.0
2001-01-02,22.15459743430632,22.15459743430632,21.521607774196607,21.765066146850586,6545200,0.0,0.0
2001-01-03,21.813755025482934,24.443091400621622,21.813755025482934,24.199634552001953,10278900,0.0,0.0
2001-01-04,24.199631424813404,26.049906549035374,24.05355703326223,24.881311416625977,10500200,0.0,0.0
2001-01-05,24.881313205256955,25.41691884402118,24.394399535936326,24.54047393798828,6497400,0.0,0.0
2001-01-08,24.54047636771899,24.589166835704557,23.0310417345869,23.46926498413086,5067000,0.0,0.0
2001-01-09,23.46926498413086,24.150943586160597,23.274498593351662,23.46926498413086,4768700,0.0,0.0
2001-01-10,23.46926518887392,23.81010449286223,23.274498796395605,23.664030075073242,3361900,0.0,0.0
2001-01-11,23.664027529324585,24.443090002869223,22.836273086328845,22.98234748840332,5959600,0.0,0.0
2001-01-12,23.177112372164366,24.83261964560817,23.177112372164366,24.589162826538086,8352700,0.0,0.0
2001-01-16,24.783933939578084,25.903835823374095,24.783933939578084,25.757762908935547,6504700,0.0,0.0
2001-01-17,25.757756270704004,26.4881266797834,25.368223578327296,26.00121307373047,6341800,0.0,0.0
2001-01-18,26.00121969958477,26.049911675109623,24.978698757515954,25.80645179748535,4830300,0.0,0.0
2001-01-19,25.806452126754376,26.049912007484995,25.222155944396075,25.465614318847656,5077700,0.0,0.0
2001-01-22,24.3943997512416,24.3943997512416,23.761410168003415,24.24832534790039,6229200,0.0,0.0
2001-01-23,24.248322064302315,24.345704484583088,23.274493342658683,23.371875762939453,8182800,0.0,0.0
2001-01-24,23.371884154309516,24.199638789587176,23.274501699064846,23.761415481567383,8365900,0.0,0.0
2001-01-25,23.76141350639604,23.956179906974572,23.371882211518024,23.420574188232422,5866200,0.0,0.0
2001-01-26,23.32318922551805,23.32318922551805,22.836274029728358,23.225805282592773,9084900,0.0,0.0
2001-01-29,23.03688829408016,24.15094746858811,23.03688829408016,24.010717391967773,5214900,0.0,0.0
